customer_id,signup_date,region,age,plan,contract,payment_method,tenure_months,monthly_charges,support_tickets,late_payments,nps,usage_hours,last_login_days,auto_pay,churn,churn_date
CUST-02619,2025-07-24,Nordeste,42,Premium,Mensal,Cartão,11,177.93,3,2,10,24.1,8,Sim,0,
CUST-02620,2024-03-19,Centro-Oeste,33,Básico,Mensal,Débito automático,27,50.61,2,0,9,36.7,6,Não,0,
CUST-02621,2023-08-22,Centro-Oeste,18,Básico,Anual,Cartão,34,39.01,3,1,4,17.8,3,Sim,0,
CUST-02622,2024-08-18,Norte,50,Premium,Mensal,Pix,22,135.66,1,1,7,47.0,2,Não,1,2026-04-25
CUST-02623,2025-05-23,Sudeste,18,Padrão,Bienal,Débito automático,13,103.26,2,1,5,50.0,12,Não,0,
CUST-02624,2025-01-22,Norte,32,Premium,Bienal,Pix,17,175.27,2,1,10,7.3,4,Sim,0,
CUST-02625,2026-03-01,Sul,38,Básico,Mensal,Cartão,4,42.89,0,0,7,48.2,11,Sim,0,
CUST-02626,2024-06-07,Sudeste,42,Premium,Anual,Cartão,25,146.72,3,0,6,25.7,5,Não,1,2026-05-03
CUST-02627,2021-03-02,Sul,30,Básico,Mensal,Cartão,64,64.41,1,1,3,25.8,4,Não,1,2026-03-25
CUST-02628,2025-10-28,Sudeste,18,Padrão,Mensal,Cartão,8,98.96,1,1,10,37.8,12,Não,0,
CUST-02629,2021-10-28,Sudeste,29,Premium,Mensal,Pix,56,150.8,0,1,6,25.7,2,Sim,1,2026-02-01
CUST-02630,2024-10-13,Sudeste,30,Básico,Anual,Pix,20,41.09,1,0,7,35.4,3,Não,0,
CUST-02631,2026-03-02,Sudeste,30,Básico,Mensal,Débito automático,4,63.33,3,1,8,34.9,8,Não,1,2026-05-07
CUST-02632,2022-12-21,Sul,51,Padrão,Bienal,Boleto,42,108.14,1,1,5,32.5,8,Não,0,
CUST-02633,2024-05-22,Centro-Oeste,24,Premium,Mensal,Débito automático,25,165.88,3,0,4,46.2,12,Não,1,2026-02-14
CUST-02634,2025-08-21,Nordeste,43,Básico,Anual,Pix,10,59.37,5,2,8,35.2,10,Não,0,
CUST-02635,2025-05-05,Sul,41,Premium,Bienal,Pix,14,144.22,1,0,5,16.7,11,Sim,0,
CUST-02636,2025-02-14,Sudeste,51,Básico,Anual,Pix,16,63.4,1,2,7,43.0,8,Não,0,
CUST-02637,2024-08-25,Sul,37,Padrão,Mensal,Pix,22,102.36,0,0,5,14.1,3,Não,0,
CUST-02638,2024-03-19,Sudeste,48,Básico,Mensal,Cartão,27,40.61,3,1,4,68.6,8,Não,0,
CUST-02639,2024-02-28,Nordeste,37,Premium,Mensal,Boleto,28,154.77,1,2,4,20.6,7,Sim,0,
CUST-02640,2023-03-01,Sudeste,44,Básico,Mensal,Boleto,40,64.13,0,1,7,20.9,4,Sim,0,
CUST-02641,2024-06-02,Nordeste,21,Padrão,Bienal,Cartão,25,97.9,0,2,9,64.7,16,Não,0,
CUST-02642,2023-12-11,Nordeste,18,Básico,Mensal,Pix,31,39.0,3,1,9,30.1,9,Sim,0,
CUST-02643,2024-05-13,Sul,44,Premium,Mensal,Cartão,25,150.04,1,2,7,28.0,1,Não,1,2026-04-10
CUST-02644,2026-05-30,Centro-Oeste,44,Padrão,Anual,Pix,1,89.1,0,1,10,5.2,0,Sim,0,
CUST-02645,2025-10-28,Sudeste,45,Básico,Mensal,Pix,8,66.83,5,3,6,27.0,22,Não,1,2026-01-28
CUST-02646,2025-07-29,Centro-Oeste,33,Básico,Bienal,Débito automático,11,95.38,4,3,9,30.5,35,Sim,1,2026-02-05
CUST-02647,2024-06-28,Nordeste,57,Padrão,Mensal,Pix,24,100.88,0,1,6,61.6,2,Sim,1,2026-01-22
CUST-02648,2024-05-03,Nordeste,33,Padrão,Mensal,Pix,26,82.23,2,0,6,25.7,4,Sim,0,
CUST-02649,2024-11-07,Nordeste,44,Padrão,Anual,Boleto,20,96.75,2,0,9,62.4,2,Sim,0,
CUST-02650,2023-09-09,Centro-Oeste,46,Padrão,Mensal,Débito automático,34,99.15,1,0,8,36.6,12,Sim,0,
CUST-02651,2023-05-18,Norte,60,Padrão,Bienal,Boleto,37,109.59,1,0,8,56.0,0,Não,0,
CUST-02652,2024-09-25,Sudeste,35,Padrão,Mensal,Pix,21,116.39,2,0,4,25.9,5,Não,1,2026-01-16
CUST-02653,2023-03-12,Nordeste,31,Padrão,Mensal,Pix,40,118.47,1,1,9,52.6,3,Sim,0,
CUST-02654,2024-11-20,Nordeste,21,Básico,Mensal,Boleto,19,66.52,1,2,9,19.9,12,Não,1,2026-01-20
CUST-02655,2024-02-07,Sul,58,Básico,Mensal,Boleto,29,58.99,2,3,6,36.7,1,Não,1,2026-03-13
CUST-02656,2026-04-27,Centro-Oeste,44,Básico,Anual,Débito automático,2,79.77,2,1,8,19.3,13,Sim,0,
CUST-02657,2024-08-29,Sudeste,44,Padrão,Mensal,Pix,22,94.13,2,1,9,24.0,0,Sim,0,
CUST-02658,2023-01-28,Sul,75,Básico,Mensal,Boleto,41,59.76,0,3,6,18.8,2,Não,0,
CUST-02659,2026-04-23,Sudeste,43,Padrão,Bienal,Cartão,2,95.59,1,0,6,54.3,1,Não,1,2026-05-25
CUST-02660,2024-06-17,Sudeste,23,Básico,Mensal,Cartão,24,39.0,3,4,6,35.8,11,Não,1,2026-05-05
CUST-02661,2025-08-23,Centro-Oeste,37,Padrão,Anual,Cartão,10,116.8,2,0,2,47.2,4,Não,1,2026-05-06
CUST-02662,2024-02-12,Sudeste,27,Básico,Mensal,Cartão,28,68.46,2,0,8,47.7,10,Sim,0,
CUST-02663,2024-10-14,Sudeste,34,Padrão,Anual,Pix,20,65.82,0,0,9,18.1,3,Sim,0,
CUST-02664,2023-12-20,Sudeste,34,Básico,Mensal,Pix,30,73.02,0,0,8,40.5,3,Sim,0,
CUST-02665,2025-05-23,Sul,32,Básico,Anual,Boleto,13,54.75,2,0,8,73.4,3,Não,0,
CUST-02666,2024-09-17,Nordeste,22,Básico,Mensal,Pix,21,72.84,0,2,9,30.4,13,Sim,1,2026-02-24
CUST-02667,2025-08-31,Centro-Oeste,58,Padrão,Mensal,Cartão,10,100.06,2,1,7,37.9,5,Sim,0,
CUST-02668,2025-03-04,Sudeste,43,Padrão,Mensal,Boleto,16,80.0,1,1,4,56.1,13,Sim,0,
CUST-02669,2024-05-09,Sul,36,Básico,Mensal,Cartão,26,59.37,0,0,7,28.3,13,Não,0,
CUST-02670,2026-01-10,Sul,48,Padrão,Bienal,Cartão,5,86.42,3,1,10,50.0,23,Sim,0,
CUST-02671,2024-08-30,Nordeste,45,Padrão,Mensal,Débito automático,22,81.88,1,1,8,43.2,2,Não,1,2026-02-26
CUST-02672,2025-10-13,Sul,42,Padrão,Bienal,Cartão,8,111.14,2,0,6,34.2,16,Não,0,
CUST-02673,2024-11-27,Sudeste,47,Padrão,Mensal,Pix,19,104.48,1,1,9,38.2,11,Não,1,2026-01-18
CUST-02674,2025-11-20,Sul,41,Básico,Mensal,Boleto,7,79.97,3,0,8,19.6,4,Não,1,2026-01-08
CUST-02675,2020-07-27,Sul,47,Padrão,Mensal,Pix,72,93.48,0,2,7,81.6,9,Sim,0,
CUST-02676,2023-01-18,Sul,48,Padrão,Mensal,Pix,41,85.52,3,0,7,30.0,3,Sim,0,
CUST-02677,2024-11-03,Sul,41,Padrão,Anual,Boleto,20,107.94,1,0,6,38.8,2,Sim,0,
CUST-02678,2021-11-16,Nordeste,36,Básico,Mensal,Pix,56,47.33,1,2,8,17.0,20,Sim,0,
CUST-02679,2025-04-09,Nordeste,57,Padrão,Anual,Pix,14,94.66,2,1,5,43.9,1,Sim,0,
CUST-02680,2022-06-27,Sudeste,33,Básico,Mensal,Débito automático,48,66.35,2,1,8,32.2,2,Não,1,2026-04-23
CUST-02681,2023-11-17,Nordeste,44,Padrão,Mensal,Cartão,31,97.24,2,0,9,37.2,7,Não,0,
CUST-02682,2025-04-18,Centro-Oeste,44,Básico,Mensal,Pix,14,52.16,1,0,8,26.8,10,Sim,0,
CUST-02683,2023-08-08,Sudeste,32,Básico,Anual,Cartão,35,39.36,1,1,8,43.8,14,Não,0,
CUST-02684,2023-01-08,Sul,29,Padrão,Mensal,Cartão,42,112.12,1,1,7,47.5,0,Sim,1,2026-02-19
CUST-02685,2024-08-20,Sudeste,35,Premium,Bienal,Débito automático,22,153.84,3,0,8,25.8,5,Sim,0,
CUST-02686,2023-03-21,Nordeste,33,Básico,Mensal,Boleto,39,67.65,2,1,6,20.6,5,Não,0,
CUST-02687,2023-05-18,Sudeste,22,Padrão,Mensal,Cartão,37,105.8,3,0,7,21.2,10,Sim,0,
CUST-02688,2024-03-04,Nordeste,31,Padrão,Anual,Pix,28,114.28,0,4,5,57.3,1,Não,0,
CUST-02689,2025-12-02,Sudeste,42,Premium,Anual,Cartão,7,155.7,3,0,7,24.6,14,Não,1,2026-05-07
CUST-02690,2024-03-09,Sul,54,Padrão,Anual,Boleto,28,94.13,2,0,3,53.3,2,Não,0,
CUST-02691,2026-04-21,Norte,46,Básico,Mensal,Pix,2,43.48,3,0,7,34.8,7,Não,1,2026-05-01
CUST-02692,2024-08-12,Sudeste,18,Básico,Anual,Débito automático,22,51.4,0,0,8,28.4,10,Sim,0,
CUST-02693,2023-09-25,Centro-Oeste,47,Padrão,Mensal,Cartão,33,103.78,2,1,7,12.4,2,Sim,1,2026-01-29
CUST-02694,2025-08-23,Norte,32,Básico,Bienal,Pix,10,47.56,3,0,9,72.9,9,Sim,0,
CUST-02695,2023-02-25,Centro-Oeste,44,Premium,Mensal,Débito automático,40,163.42,2,0,10,33.5,11,Não,0,
CUST-02696,2025-02-28,Sudeste,39,Premium,Anual,Débito automático,16,179.54,2,1,7,27.5,3,Não,0,
CUST-02697,2025-08-04,Nordeste,37,Premium,Mensal,Cartão,11,152.77,3,0,5,34.5,4,Não,0,
CUST-02698,2023-07-08,Sudeste,38,Básico,Anual,Pix,36,40.6,1,1,9,37.2,3,Não,0,
CUST-02699,2021-10-02,Sudeste,39,Padrão,Anual,Débito automático,57,93.21,2,0,9,24.2,9,Não,0,
CUST-02700,2024-06-06,Centro-Oeste,55,Padrão,Anual,Boleto,25,79.08,1,0,8,29.0,9,Não,1,2026-03-28
CUST-02701,2021-12-30,Nordeste,39,Básico,Mensal,Boleto,54,77.68,2,1,6,19.0,18,Não,1,2026-02-10
CUST-02702,2025-04-14,Sul,52,Básico,Mensal,Boleto,14,60.19,0,0,8,24.6,9,Sim,0,
CUST-02703,2025-06-15,Sudeste,50,Básico,Anual,Débito automático,12,48.8,2,0,6,32.3,12,Não,0,
CUST-02704,2022-09-11,Nordeste,47,Básico,Anual,Pix,46,51.16,1,1,6,17.0,8,Não,1,2026-05-13
CUST-02705,2023-09-22,Nordeste,18,Premium,Anual,Cartão,33,142.45,1,1,8,30.4,1,Sim,0,
CUST-02706,2025-11-02,Sul,52,Premium,Mensal,Pix,8,173.16,2,1,5,29.1,16,Não,1,2026-03-21
CUST-02707,2021-07-22,Centro-Oeste,34,Básico,Mensal,Boleto,60,84.72,0,0,9,25.5,3,Não,0,
CUST-02708,2024-08-10,Sudeste,48,Padrão,Mensal,Pix,22,78.08,1,0,8,49.5,13,Sim,0,
CUST-02709,2024-07-12,Sudeste,27,Básico,Anual,Cartão,23,73.61,1,1,7,19.3,4,Não,0,
CUST-02710,2021-01-06,Nordeste,25,Básico,Mensal,Boleto,66,55.56,3,0,7,34.6,9,Sim,0,
CUST-02711,2021-12-11,Norte,63,Básico,Mensal,Pix,55,76.74,4,1,5,24.7,22,Sim,0,
CUST-02712,2022-02-20,Sudeste,28,Padrão,Anual,Débito automático,53,73.33,0,2,5,35.5,12,Não,0,
CUST-02713,2025-04-19,Sudeste,53,Padrão,Mensal,Pix,14,102.16,1,1,10,34.9,9,Sim,0,
CUST-02714,2024-02-13,Sudeste,40,Premium,Bienal,Boleto,28,153.29,2,0,7,83.6,4,Não,0,
CUST-02715,2023-10-15,Centro-Oeste,34,Premium,Mensal,Pix,32,168.23,1,0,4,99.3,3,Sim,1,2026-05-09
CUST-02716,2025-07-09,Sudeste,38,Básico,Mensal,Cartão,11,59.86,1,0,9,23.1,1,Sim,0,
CUST-02717,2025-10-04,Sul,23,Padrão,Mensal,Pix,8,99.31,0,2,5,31.6,1,Não,0,
CUST-02718,2024-09-21,Norte,39,Básico,Mensal,Cartão,21,57.52,2,2,8,22.8,9,Não,0,
CUST-02719,2023-03-18,Sudeste,26,Básico,Anual,Boleto,40,80.87,3,0,10,34.6,10,Sim,0,
CUST-02720,2026-04-16,Sul,34,Padrão,Mensal,Boleto,2,96.55,0,1,7,23.4,13,Sim,0,
CUST-02721,2024-07-08,Sul,50,Básico,Mensal,Cartão,24,71.1,2,0,10,22.8,11,Sim,1,2026-04-09
CUST-02722,2025-09-21,Nordeste,42,Básico,Mensal,Pix,9,67.8,0,1,9,27.1,2,Sim,0,
CUST-02723,2022-12-29,Sudeste,21,Básico,Anual,Débito automático,42,71.44,0,1,10,27.6,8,Não,0,
CUST-02724,2024-01-23,Sudeste,49,Básico,Anual,Cartão,29,44.79,0,1,8,10.1,32,Não,1,2026-02-10
CUST-02725,2025-09-14,Sudeste,39,Premium,Mensal,Débito automático,9,168.9,2,0,6,28.4,18,Sim,1,2026-06-07
CUST-02726,2022-12-16,Nordeste,32,Básico,Mensal,Cartão,43,63.72,2,0,3,74.6,10,Sim,0,
CUST-02727,2024-02-08,Nordeste,48,Padrão,Mensal,Cartão,29,82.35,1,0,5,23.3,10,Sim,0,
CUST-02728,2024-10-11,Sudeste,37,Premium,Anual,Pix,20,156.03,1,0,6,49.3,5,Sim,0,
CUST-02729,2020-07-30,Sudeste,25,Padrão,Mensal,Cartão,72,131.12,4,0,9,40.9,4,Não,1,2026-03-23
CUST-02730,2024-10-08,Centro-Oeste,61,Padrão,Mensal,Débito automático,21,93.51,5,0,10,27.0,14,Não,0,
CUST-02731,2025-03-01,Sudeste,39,Premium,Anual,Boleto,16,153.85,2,0,5,21.5,5,Sim,0,
CUST-02732,2023-08-14,Sudeste,38,Básico,Mensal,Boleto,35,65.31,1,1,10,18.6,11,Sim,0,
CUST-02733,2021-05-24,Sul,34,Básico,Anual,Boleto,62,51.43,0,0,5,21.5,3,Sim,0,
CUST-02734,2026-04-06,Sudeste,53,Padrão,Mensal,Boleto,2,100.97,0,0,5,16.6,17,Sim,0,
CUST-02735,2022-06-30,Sudeste,33,Padrão,Bienal,Boleto,48,92.72,1,1,4,12.6,9,Sim,0,
CUST-02736,2023-06-26,Sul,20,Padrão,Mensal,Boleto,36,104.63,0,0,8,20.5,8,Sim,0,
CUST-02737,2021-11-10,Sudeste,31,Básico,Mensal,Boleto,56,58.13,3,0,6,51.4,5,Sim,0,
CUST-02738,2022-05-09,Sul,55,Padrão,Mensal,Pix,50,126.33,3,0,10,43.3,9,Sim,0,
CUST-02739,2023-12-03,Nordeste,49,Padrão,Mensal,Pix,31,99.64,1,1,5,25.3,12,Sim,0,
CUST-02740,2023-08-09,Sul,36,Premium,Anual,Pix,35,155.88,2,0,9,54.4,10,Sim,0,
CUST-02741,2024-05-27,Sudeste,55,Básico,Mensal,Pix,25,73.41,0,0,5,21.6,7,Não,0,
CUST-02742,2021-09-08,Centro-Oeste,48,Básico,Mensal,Cartão,58,39.52,0,0,9,15.0,1,Não,0,
CUST-02743,2025-04-26,Sudeste,36,Premium,Anual,Pix,14,182.68,1,1,7,70.9,10,Não,0,
CUST-02744,2024-05-21,Nordeste,37,Padrão,Mensal,Pix,25,85.16,1,0,8,36.1,4,Sim,0,
CUST-02745,2023-02-19,Sudeste,43,Básico,Anual,Cartão,40,75.69,1,3,6,41.2,9,Sim,0,
CUST-02746,2022-12-14,Nordeste,29,Básico,Anual,Boleto,43,79.39,0,1,6,22.5,1,Sim,0,
CUST-02747,2022-12-05,Sudeste,39,Padrão,Mensal,Boleto,43,91.64,1,0,8,23.8,1,Sim,0,
CUST-02748,2023-09-20,Sudeste,43,Padrão,Anual,Cartão,33,92.98,2,1,10,25.6,26,Sim,0,
CUST-02749,2022-11-21,Sul,19,Padrão,Anual,Débito automático,43,97.47,2,0,5,43.1,9,Não,0,
CUST-02750,2023-08-13,Sudeste,37,Premium,Anual,Débito automático,35,167.7,1,0,6,6.1,21,Sim,0,
CUST-02751,2021-01-10,Sudeste,35,Básico,Mensal,Débito automático,66,45.03,0,0,6,18.8,0,Não,0,
CUST-02752,2025-05-12,Nordeste,51,Básico,Mensal,Cartão,13,57.47,2,1,4,20.6,8,Sim,1,2026-05-15
CUST-02753,2022-11-23,Centro-Oeste,18,Padrão,Bienal,Pix,43,94.61,0,1,4,45.8,15,Sim,0,
CUST-02754,2024-07-21,Sudeste,34,Premium,Anual,Pix,23,142.88,0,0,6,95.4,8,Não,0,
CUST-02755,2024-04-01,Centro-Oeste,33,Básico,Mensal,Boleto,27,44.37,1,0,6,29.4,7,Não,0,
CUST-02756,2020-10-23,Nordeste,51,Padrão,Mensal,Boleto,69,100.8,0,0,10,18.4,7,Não,0,
CUST-02757,2020-11-28,Centro-Oeste,38,Básico,Anual,Boleto,68,60.55,1,0,9,17.7,1,Sim,0,
CUST-02758,2021-09-13,Nordeste,61,Básico,Anual,Boleto,58,48.3,3,2,5,33.9,19,Sim,1,2026-04-02
CUST-02759,2025-02-04,Nordeste,47,Premium,Bienal,Débito automático,17,160.11,1,0,9,58.9,12,Não,0,
CUST-02760,2025-02-17,Sul,34,Básico,Bienal,Pix,16,49.94,3,2,5,48.9,2,Sim,0,
CUST-02761,2025-10-02,Nordeste,42,Básico,Mensal,Débito automático,9,77.3,0,1,7,38.3,4,Sim,0,
CUST-02762,2021-06-19,Centro-Oeste,35,Padrão,Anual,Boleto,61,97.56,1,1,8,17.2,3,Não,0,
CUST-02763,2025-07-20,Sudeste,49,Básico,Mensal,Cartão,11,74.37,3,0,10,34.1,21,Sim,0,
CUST-02764,2024-10-29,Sudeste,23,Padrão,Mensal,Boleto,20,75.3,1,0,8,14.4,35,Sim,1,2026-05-14
CUST-02765,2025-01-28,Sudeste,29,Padrão,Mensal,Cartão,17,103.52,2,0,4,63.3,2,Sim,1,2026-04-30
CUST-02766,2025-02-13,Norte,44,Básico,Bienal,Cartão,16,67.35,1,0,9,22.6,1,Não,0,
CUST-02767,2026-01-18,Sul,54,Padrão,Mensal,Débito automático,5,97.07,2,1,9,26.6,4,Não,0,
CUST-02768,2024-12-06,Nordeste,18,Básico,Mensal,Pix,19,51.46,1,0,9,54.9,4,Não,0,
CUST-02769,2024-03-09,Centro-Oeste,55,Básico,Mensal,Pix,28,56.85,1,0,5,26.0,5,Sim,0,
CUST-02770,2025-08-14,Norte,37,Padrão,Mensal,Débito automático,10,109.39,1,0,7,64.8,8,Sim,0,
CUST-02771,2025-04-27,Sudeste,18,Básico,Mensal,Pix,14,42.05,2,2,7,3.9,0,Sim,0,
CUST-02772,2021-12-13,Nordeste,18,Premium,Mensal,Cartão,55,168.81,2,0,10,21.2,14,Não,1,2026-05-16
CUST-02773,2025-06-17,Centro-Oeste,21,Premium,Mensal,Cartão,12,163.46,0,0,8,43.8,1,Não,1,2026-06-16
CUST-02774,2024-08-02,Sudeste,39,Premium,Mensal,Pix,23,155.35,2,0,10,47.4,0,Não,0,
CUST-02775,2024-06-10,Nordeste,38,Básico,Anual,Cartão,25,55.95,2,1,6,21.9,18,Não,0,
CUST-02776,2025-04-28,Sudeste,47,Básico,Anual,Cartão,14,59.87,1,2,7,16.3,6,Sim,0,
CUST-02777,2022-09-01,Nordeste,32,Premium,Anual,Boleto,46,182.22,5,0,6,38.8,14,Sim,1,2026-05-06
CUST-02778,2021-12-27,Sul,26,Padrão,Mensal,Cartão,54,103.87,3,1,9,30.0,13,Não,0,
CUST-02779,2025-10-08,Sudeste,34,Padrão,Mensal,Pix,8,85.8,1,1,9,7.8,1,Sim,0,
CUST-02780,2025-01-11,Sudeste,39,Premium,Mensal,Cartão,17,152.91,3,0,8,16.8,2,Sim,0,
CUST-02781,2025-05-06,Sudeste,42,Básico,Bienal,Pix,14,42.98,2,0,7,44.1,2,Sim,0,
CUST-02782,2024-10-23,Sudeste,30,Básico,Mensal,Boleto,20,39.0,2,0,8,37.7,11,Sim,0,
CUST-02783,2024-05-27,Nordeste,50,Padrão,Mensal,Pix,25,82.73,1,0,4,23.7,2,Sim,0,
CUST-02784,2026-01-25,Sudeste,32,Padrão,Bienal,Cartão,5,100.68,3,2,6,15.5,2,Sim,1,2026-03-03
CUST-02785,2024-06-18,Sudeste,29,Básico,Bienal,Cartão,24,76.84,0,0,6,41.7,8,Sim,1,2026-03-23
CUST-02786,2026-02-04,Nordeste,32,Padrão,Mensal,Cartão,4,112.94,0,1,7,51.9,2,Não,0,
CUST-02787,2020-10-23,Nordeste,52,Padrão,Anual,Cartão,69,82.83,2,0,6,38.7,7,Não,0,
CUST-02788,2022-04-15,Sul,37,Básico,Mensal,Pix,51,47.83,1,1,5,18.8,10,Sim,0,
CUST-02789,2026-03-22,Norte,31,Básico,Mensal,Cartão,3,45.86,2,0,4,23.6,3,Não,1,2026-05-06
CUST-02790,2024-02-27,Sudeste,50,Padrão,Mensal,Cartão,28,62.86,1,3,8,75.0,4,Sim,0,
CUST-02791,2025-12-06,Centro-Oeste,65,Padrão,Bienal,Cartão,6,96.65,1,1,4,32.7,13,Sim,1,2026-06-09
CUST-02792,2023-01-03,Sudeste,42,Premium,Mensal,Boleto,42,170.25,1,0,9,80.2,0,Não,0,
CUST-02793,2024-12-14,Nordeste,54,Básico,Anual,Pix,18,55.47,2,1,8,24.0,8,Não,1,2026-01-24
CUST-02794,2022-07-03,Norte,51,Premium,Mensal,Pix,48,141.25,1,1,9,29.5,7,Sim,0,
CUST-02795,2022-11-07,Centro-Oeste,32,Padrão,Anual,Pix,44,87.17,1,1,5,15.1,9,Não,1,2026-03-16
CUST-02796,2024-10-19,Sul,39,Padrão,Anual,Pix,20,94.4,3,1,10,17.5,0,Sim,0,
CUST-02797,2024-08-07,Nordeste,24,Básico,Anual,Cartão,23,69.78,1,0,10,15.3,19,Sim,0,
CUST-02798,2025-04-16,Sudeste,37,Básico,Bienal,Pix,14,56.44,1,0,7,18.5,10,Sim,0,
CUST-02799,2025-11-26,Nordeste,31,Padrão,Anual,Pix,7,107.89,1,0,8,41.6,15,Não,1,2026-04-01
CUST-02800,2024-06-18,Nordeste,34,Básico,Anual,Pix,24,57.86,1,0,7,73.7,17,Sim,1,2026-01-07
CUST-02801,2023-05-05,Norte,30,Básico,Mensal,Cartão,38,62.32,2,0,9,32.8,25,Sim,1,2026-06-21
CUST-02802,2024-05-02,Sul,36,Premium,Bienal,Débito automático,26,145.84,3,0,9,11.1,7,Sim,1,2026-03-01
CUST-02803,2024-09-02,Sudeste,45,Básico,Mensal,Boleto,22,49.4,0,1,3,28.8,10,Sim,0,
CUST-02804,2023-07-21,Sul,38,Premium,Mensal,Cartão,35,141.42,1,0,5,26.7,0,Não,1,2026-06-19
CUST-02805,2024-08-28,Sudeste,18,Padrão,Mensal,Débito automático,22,107.42,3,0,8,45.5,4,Não,0,
CUST-02806,2024-02-23,Sudeste,30,Premium,Mensal,Cartão,28,154.92,2,1,9,16.6,5,Sim,0,
CUST-02807,2024-11-15,Sudeste,21,Básico,Anual,Cartão,19,39.0,3,0,7,29.1,12,Não,1,2026-01-12
CUST-02808,2024-06-11,Nordeste,42,Padrão,Mensal,Cartão,24,105.74,0,0,4,56.9,1,Sim,0,
CUST-02809,2025-09-21,Sudeste,45,Padrão,Mensal,Débito automático,9,112.64,4,0,8,75.8,18,Não,0,
CUST-02810,2025-03-21,Sudeste,42,Premium,Bienal,Cartão,15,147.64,2,3,10,34.6,5,Não,0,
CUST-02811,2020-12-11,Sudeste,30,Básico,Bienal,Boleto,67,65.72,0,0,2,39.9,36,Sim,0,
CUST-02812,2025-09-09,Centro-Oeste,42,Básico,Mensal,Boleto,9,56.06,2,0,9,40.7,3,Não,0,
CUST-02813,2020-09-19,Nordeste,33,Premium,Bienal,Pix,70,129.35,3,4,10,23.4,3,Sim,0,
CUST-02814,2024-04-08,Sudeste,25,Básico,Mensal,Pix,27,86.34,3,0,9,45.1,1,Não,0,
CUST-02815,2025-11-15,Sudeste,48,Padrão,Mensal,Cartão,7,96.15,3,1,7,22.0,13,Sim,1,2026-06-06
CUST-02816,2022-12-17,Sul,49,Básico,Bienal,Boleto,43,61.82,2,0,9,32.3,6,Sim,1,2026-03-21
CUST-02817,2025-10-18,Sudeste,50,Básico,Anual,Pix,8,50.26,2,1,7,10.6,7,Sim,0,
CUST-02818,2023-03-13,Sul,32,Padrão,Anual,Pix,40,94.86,1,0,8,16.3,4,Sim,0,
CUST-02819,2023-11-09,Sul,53,Padrão,Mensal,Cartão,32,101.26,0,1,7,25.9,14,Não,0,
CUST-02820,2024-05-04,Centro-Oeste,33,Padrão,Mensal,Boleto,26,84.4,1,0,7,28.6,8,Não,0,
CUST-02821,2024-01-09,Sudeste,47,Padrão,Mensal,Boleto,30,122.72,0,0,6,23.0,2,Sim,0,
CUST-02822,2023-11-18,Nordeste,33,Padrão,Bienal,Pix,31,110.73,0,0,6,29.2,4,Sim,0,
CUST-02823,2024-09-28,Sudeste,36,Premium,Mensal,Pix,21,166.24,0,0,10,12.9,25,Sim,0,
CUST-02824,2020-07-24,Norte,18,Básico,Mensal,Cartão,72,57.02,5,0,6,10.8,9,Não,1,2026-05-01
CUST-02825,2021-10-07,Norte,35,Básico,Mensal,Pix,57,48.34,1,1,3,47.0,6,Não,0,
CUST-02826,2023-01-14,Nordeste,40,Básico,Anual,Cartão,42,73.42,1,0,10,47.5,20,Sim,0,
CUST-02827,2024-11-20,Sul,34,Padrão,Mensal,Boleto,19,107.55,1,1,6,21.2,13,Não,0,
CUST-02828,2025-01-04,Sudeste,60,Básico,Anual,Cartão,18,53.41,2,1,7,32.0,9,Sim,0,
CUST-02829,2023-12-12,Nordeste,25,Padrão,Mensal,Cartão,31,83.82,4,0,6,23.6,7,Sim,0,
CUST-02830,2025-01-03,Nordeste,32,Padrão,Mensal,Cartão,18,76.94,1,3,7,25.7,12,Não,1,2026-03-29
CUST-02831,2024-08-21,Sudeste,28,Padrão,Mensal,Cartão,22,99.4,0,0,6,30.4,2,Sim,1,2026-01-28
CUST-02832,2022-12-29,Sul,32,Premium,Mensal,Pix,42,155.52,3,0,10,26.8,11,Sim,1,2026-01-01
CUST-02833,2021-09-21,Sul,51,Padrão,Anual,Boleto,58,115.6,1,2,7,50.0,8,Não,1,2026-03-22
CUST-02834,2023-12-02,Nordeste,57,Padrão,Anual,Pix,31,112.89,0,0,5,39.6,17,Não,1,2026-06-06
CUST-02835,2024-01-17,Nordeste,31,Básico,Mensal,Pix,29,59.54,2,1,1,26.1,4,Sim,1,2026-01-10
CUST-02836,2025-12-27,Nordeste,30,Padrão,Mensal,Pix,6,97.86,1,1,9,35.0,6,Sim,0,
CUST-02837,2023-02-12,Nordeste,25,Básico,Mensal,Pix,41,42.87,0,0,6,45.2,5,Não,0,
CUST-02838,2022-11-17,Sudeste,55,Premium,Bienal,Débito automático,44,173.85,2,1,8,21.8,2,Sim,0,
CUST-02839,2022-05-15,Sudeste,52,Padrão,Bienal,Boleto,50,98.21,0,3,5,54.1,3,Sim,0,
CUST-02840,2020-07-03,Sudeste,38,Básico,Anual,Boleto,72,67.47,1,1,7,24.4,5,Sim,0,
CUST-02841,2024-12-14,Nordeste,22,Básico,Mensal,Débito automático,18,75.48,5,0,7,69.5,2,Sim,0,
CUST-02842,2021-04-23,Sul,23,Padrão,Mensal,Débito automático,63,91.08,2,0,9,35.4,5,Sim,0,
